	Word	PoS	FrSp		LL	FrWr
	depending on	Prep	18	-	10.1	23
	ego	NoC	18	+	75.2	9
	chip	NoC	18	+	0.2	18
	Rob	NoP	18	+	30.8	12
	drinking	Verb	18	-	1.7	20
	Ron	NoP	18	+	19.8	13
	bowl	NoC	18	-	10.9	23
	gradually	Adv	18	-	128.8	39
	cheerio	Int	18	+	688.7	0
	attend	Verb	18	-	119.0	38
	Soviet	Adj	18	-	1291.0	119
	island	NoC	18	-	543.0	72
	Jimmy	NoP	18	-	17.9	25
	Lancashire	NoP	18	+	0.8	17
	booked	Verb	18	+	32.2	11
	beef	NoC	18	+	6.9	15
	leaves	Verb	18	-	50.6	30
	abuse	NoC	18	-	96.0	35
	belt	NoC	18	-	5.1	22
	eighth	Ord	18	+	24.4	12
	beg	Verb	18	+	109.7	7
	damn	Adj	18	+	160.8	5
	junction	NoC	18	+	0.0	18
	cabinet	NoC	18	-	534.5	71
	inches	NoC	18	-	13.3	24
	ringing	Verb	18	+	84.4	8
	clerk	NoC	18	-	0.9	20
	title	NoC	18	-	1071.1	106
	collection	NoC	18	-	753.1	85
	shoulder	NoC	18	-	245.9	49
	copy	Verb	18	+	78.1	8
	representatives	NoC	18	-	202.7	45
	truly	Adv	18	-	81.3	34
	centres	NoC	18	-	330.9	56
	shortly	Adv	18	-	150.4	41
	test	Verb	18	-	45.3	29
	residential	Adj	18	-	57.2	31
	hers	Pron	18	-	25.5	26
	welcome	Adj	18	-	38.6	28
	kettle	NoC	18	+	82.8	8
	eaten	Verb	18	+	1.0	17
	sets	NoC	18	-	50.0	30
	citizens	NoC	18	-	89.9	35
	banks	NoC	18	-	547.8	72
	studies	NoC	18	-	1801.2	149
	China	NoP	18	-	250.5	49
	laugh	NoC	18	+	0.8	17
	highest	Adj	18	-	268.8	51
	includes	Verb	18	-	576.2	73
	fallen	Verb	18	-	127.4	38
	compare	Verb	18	-	20.5	25
	reached	Verb	18	-	1584.7	136
	patterns	NoC	18	-	430.9	63
	handy	Adj	18	+	79.3	8
	branches	NoC	18	-	82.8	34
	administration	NoC	18	-	555.8	72
	sore	Adj	18	+	99.5	7
	merely	Adv	18	-	715.6	83
	causing	Verb	18	-	89.0	34
	learning	NoC	18	-	373.0	59
	apart	Adv	18	-	116.8	37
	lift	NoC	18	-	20.1	25
	statutory	Adj	18	-	143.2	40
	chat	NoC	18	+	82.2	8
	favourite	Adj	18	-	90.4	34
	partner	NoC	18	-	298.7	53
	tip	NoC	18	-	2.5	20
	blank	Adj	18	+	7.5	14
	yourselves	Pron	18	+	206.0	4
	drivers	NoC	18	-	32.1	27
	statistics	NoC	18	-	85.0	34
	pencil	NoC	18	+	34.8	11
	visit	NoC	18	-	723.6	83
	vast	Adj	18	-	270.2	51
	relate	Verb	18	-	33.1	27
	wheel	NoC	18	-	30.7	27
	drawing	Verb	18	-	76.9	33
	partnership	NoC	18	-	114.9	37
	tie	Verb	18	+	52.9	9
	properties	NoC	18	-	191.0	44
	Stephen	NoP	18	-	291.8	52
	exchange	NoC	18	-	822.2	89
	expressed	Verb	18	-	605.1	75
	diet	NoC	18	-	184.9	43
	knife	NoC	18	-	40.4	28
	return	Verb	18	-	751.4	84
	worker	NoC	18	-	135.3	39
	delivery	NoC	18	-	131.8	38
	wooden	Adj	18	-	124.7	38
	atmosphere	NoC	18	-	293.5	52
	recording	NoC	18	-	25.3	25
	permanent	Adj	18	-	248.4	48
	noble	Adj	18	+	13.8	13
	educational	Adj	18	-	443.7	63
	throat	NoC	18	-	90.4	34
	intend	Verb	18	-	5.6	21
	remembered	Verb	18	-	370.5	58
	twelfths	Num	18	+	817.2	0
	operate	Verb	18	-	184.1	43
	brackets	NoC	18	+	158.3	5
	delighted	Adj	18	-	36.9	27
	East	NoP-	18	-	287.0	51
	alarm	NoC	18	-	6.2	21
	freedom	NoC	18	-	476.5	65
	Gordon	NoP	18	-	34.3	27
	calls	Verb	18	-	73.7	32
	lock	NoC	18	+	3.5	15
	plan	Verb	18	-	38.2	27
	solid	Adj	18	-	123.4	37
	premises	NoC	18	-	164.2	41
	Welsh	Adj	18	-	148.5	40
	wicked	Adj	18	+	39.5	10
	tank	NoC	17	-	100.2	35
	Ruth	NoP	17	-	74.1	32
	gorgeous	Adj	17	+	164.4	5
	believed	Verb	17	-	839.4	90
	placed	Verb	17	-	910.5	94
	dust	NoC	17	-	36.6	27
	bomb	NoC	17	-	43.8	28
	influence	NoC	17	-	798.4	87
	own	Verb	17	+	1.4	16
	knocking	Verb	17	+	74.5	8
	bell	NoC	17	-	0.0	18
	generation	NoC	17	-	307.2	53
	conversations	NoC	17	+	45.7	10
	complete	Verb	17	-	111.9	36
	firstly	Adv	17	+	0.0	17
	match	Verb	17	-	45.0	28
	internal	Adj	17	-	587.0	73
	links	NoC	17	-	125.5	37
	unlikely	Adj	17	-	416.1	61
	Cambridge	NoP	17	-	139.1	39
	recorder	NoC	17	+	72.9	8
	military	Adj	17	-	1317.2	119
	users	NoC	17	-	559.9	71
	oven	NoC	17	+	11.9	13
	improvement	NoC	17	-	209.0	45
	attached	Verb	17	-	138.8	38
	talks	NoC	17	-	477.1	65
	jumper	NoC	17	+	209.6	4
	wire	NoC	17	-	11.9	22
	smoke	NoC	17	-	58.3	30
	y'know	Int	17	+	342.5	2
	Glasgow	NoP	17	-	210.0	45
	gift	NoC	17	-	67.2	31
	belong	Verb	17	-	7.8	21
	dare	VMod	17	+	28.4	11
	boom	NoC	17	+	1.0	16
	associated	Verb	17	-	696.7	80
	neither	Adv	17	-	384.7	58
	debt	NoC	17	-	385.4	58
	beauty	NoC	17	-	218.8	45
	checking	Verb	17	+	0.8	16
	Kuwait	NoP	17	+	0.5	16
	anyhow	Adv	17	+	246.3	3
	failure	NoC	17	-	771.9	85
	fight	NoC	17	-	65.5	30
	output	NoC	17	-	447.8	63
	relations	NoC	17	-	1396.2	123
	cottage	NoC	17	-	90.1	33
	sections	NoC	17	-	273.0	50
	bored	Adj	17	+	7.5	14
	brochure	NoC	17	+	59.1	9
	disaster	NoC	17	-	59.9	30
	whatsoever	DetP	17	+	54.3	9
	behind	Adv	17	-	119.3	36
	Ryedale	NoP	17	+	523.0	1
	flow	NoC	17	-	252.4	48
	dee	Uncl	17	+	677.2	0
	fellow	NoC	17	-	2.1	19
	somewhat	Adv	17	-	276.8	50
	slight	Adj	17	-	71.9	31
	beds	NoC	17	-	11.1	22
	ninth	Ord	17	+	55.8	9
	Tracey	NoP	17	+	186.3	4
	challenge	NoC	17	-	366.7	57
	jury	NoC	17	-	19.3	24
	approval	NoC	17	-	181.1	42
	initiative	NoC	17	-	147.7	39
	arrange	Verb	17	-	18.2	23
	acting	Verb	17	-	207.4	44
	judge	NoC	17	-	258.2	48
	agents	NoC	17	-	159.0	40
	bungalow	NoC	17	+	185.7	4
	locally	Adv	17	-	0.8	18
	naturally	Adv	17	-	227.4	46
	pack	Verb	17	+	64.4	8
	taping	Verb	17	+	593.2	0
	channels	NoC	17	-	1.4	19
	surprise	NoC	17	-	295.2	51
	disappointed	Adj	17	-	8.5	21
	Lord	NoP	17	-	4.7	20
	beans	NoC	17	+	10.7	13
	rung	Verb	17	+	222.1	4
	disk	NoC	17	-	44.7	27
	expression	NoC	17	-	729.6	81
	assurance	NoC	17	-	1.2	18
	rugby	NoC	17	-	63.9	30
	Wendy	NoP	17	+	98.7	7
	ward	NoC	17	-	2.9	19
	half	Adv	17	+	0.3	16
	note	Verb	17	-	277.9	50
	nurses	NoC	17	-	35.6	26
	threat	NoC	17	-	435.5	61
	surgery	NoC	17	-	49.6	28
	alternative	Adj	17	-	346.1	55
	incident	NoC	17	-	158.7	39
	boundaries	NoC	17	-	28.6	25
	battle	NoC	17	-	544.3	69
	departments	NoC	17	-	227.1	45
	switched	Verb	17	-	7.7	21
	Susan	NoP	17	-	8.8	21
	Joyce	NoP	17	+	11.7	13
	fifties	Num	17	+	48.8	9
	implications	NoC	17	-	266.5	48
	sexual	Adj	17	-	641.9	75
	governments	NoC	17	-	298.0	51
	villages	NoC	17	-	62.6	29
	attempt	NoC	17	-	982.4	97
	sample	NoC	17	-	251.0	47
	dates	NoC	17	-	3.5	19
	hunting	NoC	17	-	1.5	18
	males	NoC	17	-	18.1	23
	one another	Pron	17	-	57.0	29
	borough	NoC	17	-	3.1	19
	bum	NoC	17	+	264.9	3
	indicate	Verb	17	-	215.5	44
	software	NoC	17	-	1085.1	103
	occur	Verb	17	-	433.1	61
	arse	NoC	17	+	177.9	4
	chief	NoC	17	-	168.0	40
	targets	NoC	17	-	46.1	27
	vital	Adj	17	-	354.3	55
	Nigel	NoP	17	-	123.8	36
	Angela	NoP	17	+	31.6	10
	patient	NoC	17	-	636.7	75
	meals	NoC	17	-	28.8	25
	visitors	NoC	17	-	312.5	52
	precisely	Adv	17	-	138.2	37
	bonus	NoC	17	+	5.5	14
	skill	NoC	17	-	137.8	37
	cats	NoC	17	+	0.3	16
	prevent	Verb	17	-	621.1	74
	crown	NoC	17	-	361.2	55
	chuck	Verb	16	+	296.8	2
	sisters	NoC	16	-	9.1	21
	Edward	NoP	16	-	647.5	75
	Tesco	NoP	16	+	191.6	4
	in respect ofPrep	16	-	73.1	30
	narrow	Adj	16	-	326.5	53
	depend	Verb	16	-	139.2	37
	lunchtime	NoC	16	+	54.0	8
	measures	NoC	16	-	585.3	71
	guess	NoC	16	+	113.2	6
	height	NoC	16	-	174.4	40
	aargh	Int	16	+	726.2	0
	continuous	Adj	16	-	50.7	28
	secondary	Adj	16	-	250.1	47
	nanny	NoC	16	+	134.9	5
	landlords	NoC	16	+	79.0	7
	Brighton	NoP	16	+	1.1	15
	wonder	NoC	16	-	5.6	20
	near	Adj	16	-	2.6	19
	ministers	NoC	16	-	637.8	74
	owned	Verb	16	-	149.5	38
	increasing	Adj	16	-	425.2	60
	order	Verb	16	-	2.6	19
	ordered	Verb	16	-	330.6	53
	wee	NoC	16	+	456.8	1
	equals	NoC	16	+	328.6	2
	soup	NoC	16	+	6.2	13
	potential	NoC	16	-	289.6	50
	joining	Verb	16	-	18.0	23
	growing	Adj	16	-	493.0	64
	smell	NoC	16	-	45.9	27
	Dawn	NoP	16	+	65.2	8
	fun	Adj	16	-	0.2	17
	premium	NoC	16	+	12.4	12
	appeared	Verb	16	-	1328.4	117
	solicitors	NoC	16	-	50.0	27
	pipe	NoC	16	-	25.9	24
	Barry	NoP	16	-	4.7	19
	prize	NoC	16	-	94.8	32
	entitled	Adj	16	-	50.7	27
	features	NoC	16	-	861.1	88
	career	NoC	16	-	793.2	84
	Ray	NoP	16	-	2.9	19
	tail	NoC	16	-	54.9	28
	fiver	NoC	16	+	194.6	4
	submission	NoC	16	+	25.4	10
	chosen	Verb	16	-	335.4	53
	responsibilities	NoC	16	-	74.3	30
	kick	NoC	16	+	5.5	13
	materials	NoC	16	-	641.4	74
	smart	Adj	16	+	1.4	15
	eastern	Adj	16	-	494.9	64
	occurred	Verb	16	-	427.8	59
	arguing	Verb	16	-	2.0	18
	hurry	Verb	16	+	54.3	8
	below	Adv	16	-	995.2	96
	adopted	Verb	16	-	371.2	55
	Pam	NoP	16	+	189.3	4
	illness	NoC	16	-	121.5	35
	follows	Verb	16	-	1223.3	110
	loose	Adj	16	-	52.4	27
	driving	NoC	16	+	4.6	13
	faced	Verb	16	-	286.2	49
	stops	Verb	16	+	12.5	12
	Barbara	NoP	16	-	0.5	17
	greatest	Adj	16	-	375.0	55
	salad	NoC	16	+	19.0	11
	named	Verb	16	-	259.4	47
	resistance	NoC	16	-	173.3	40
	settlements	NoC	16	+	7.1	13
	automatically	Adv	16	-	69.1	29
	co-op	NoC	16	+	261.3	3
	completed	Verb	16	-	433.7	59
	planned	Verb	16	-	269.7	47
	medicine	NoC	16	-	69.0	29
	balls	NoC	16	+	0.3	15
	mixed	Adj	16	-	10.0	20
	ends	NoC	16	-	80.9	31
	stomach	NoC	16	-	87.6	31
	false	Adj	16	-	164.6	39
	dry	Verb	16	+	13.7	12
	directors	NoC	16	-	260.0	47
	vegetables	NoC	16	-	3.4	18
	lectures	NoC	16	+	1.3	14
	male	NoC	16	-	19.4	22
	wise	Adj	16	-	9.1	20
	Michelle	NoP	16	+	134.3	5
	shed	NoC	16	+	38.0	9
	mail	NoC	16	-	127.5	35
	fuck	NoC	16	+	200.9	3
	sandwiches	NoC	16	+	51.1	8
	sits	Verb	16	+	11.9	12
	define	Verb	16	-	39.1	25
	regularly	Adv	16	-	197.6	41
	proposing	Verb	16	+	64.5	7
	Laura	NoP	16	-	48.6	27
	increasing	Verb	16	-	54.5	27
	shift	Verb	16	+	0.5	15
	immediate	Adj	16	-	534.7	66
	hearing	Verb	16	-	28.2	24
	initial	Adj	16	-	554.2	68
	estimate	NoC	16	-	1.1	17
	fella	NoC	16	+	396.6	1
	engineer	NoC	16	-	24.6	23
	sticking	Verb	16	+	44.1	9
	indication	NoC	16	-	32.2	24
	removed	Verb	16	-	501.0	64
	draft	NoC	16	-	49.9	27
	bone	NoC	16	-	36.8	25
	broken	Adj	16	-	80.7	30
	Robin	NoP	16	-	8.6	20
	satisfied	Adj	16	-	101.3	32
	fly	Verb	16	-	84.0	31
	flying	Verb	16	-	23.6	23
	closely	Adv	16	-	443.3	60
	sleeping	Verb	16	+	16.3	11
	methods	NoC	16	-	1034.7	98
	frankly	Adv	16	+	35.5	9
	reply	NoC	16	-	98.3	32
	female	Adj	16	-	519.5	65
	proof	NoC	16	-	61.2	28
	knee	NoC	16	-	13.7	21
	benefit	Verb	16	-	94.4	32
	shift	NoC	16	-	50.9	27
	Ipswich	NoP	16	+	9.7	12
	sharp	Adj	16	-	275.1	47
	represented	Verb	16	-	416.5	58
	paint	Verb	16	+	6.0	13
	drove	Verb	16	-	173.2	39
	nineteenth	Ord	16	-	125.2	35
	preparation	NoC	16	-	130.7	35
	outer	Adj	16	-	42.0	25
	juice	NoC	16	-	0.7	17
	bypass	NoC	16	+	151.4	4
	boats	NoC	16	-	11.3	20
	accurate	Adj	16	-	87.3	31
	scored	Verb	16	-	78.6	30
	surprising	Adj	16	-	156.2	37
	adding	Verb	16	-	112.7	33
	net	Adj	16	-	232.9	44
	competitive	Adj	16	-	177.2	39
	represents	Verb	16	-	132.7	35
	forever	Adv	16	-	5.3	19
	feature	NoC	16	-	427.3	59
	handed	Verb	16	-	160.3	38
	swimming	Verb	16	+	34.1	9
	throwing	Verb	16	-	2.6	18
	sand	NoC	16	-	94.9	32
	Maggie	NoP	16	-	62.3	28
	microwave	NoC	16	+	114.8	5
	leather	NoC	16	-	52.4	27
	whisky	NoC	16	-	2.1	17
	mood	NoC	16	-	129.1	35
	Wilson	NoP	16	-	215.9	42
	inside	NoC	16	+	13.1	11
	prior to	Prep	16	-	110.8	33
	poem	NoC	16	-	44.4	26
	deputy	NoC	16	-	203.7	41
	all of a sudden	Adv	16	+	238.0	3
	concerns	NoC	16	-	50.5	26
	Russia	NoP	16	-	265.0	46
	mouse	NoC	16	-	2.7	18
	Italy	NoP	16	-	379.7	55
	Elizabeth	NoP	16	-	168.8	38
	potato	NoC	15	+	49.1	8
	little	NoC	15	+	713.2	0
	values	NoC	15	-	786.4	82
	manufacturing	NoC	15	-	247.4	45
	flower	NoC	15	-	24.2	23
	Trevor	NoP	15	+	11.2	11
	culture	NoC	15	-	974.4	94
	formed	Verb	15	-	704.0	77
	settle	Verb	15	-	46.3	26
	park	Verb	15	+	198.4	3
	appendix	NoC	15	-	3.1	18
	songs	NoC	15	-	82.1	30
	crowd	NoC	15	-	264.2	46
	camp	NoC	15	-	113.0	33
	wild	Adj	15	-	392.4	56
	dining	NoC	15	-	0.6	16
	powerful	Adj	15	-	734.6	79
	issued	Verb	15	-	467.9	61
	train	Verb	15	-	0.5	16
	beach	NoC	15	-	196.9	41
	print	NoC	15	-	20.3	22
	pays	Verb	15	+	0.2	15
	composite	Adj	15	+	106.3	5
	pile	NoC	15	-	1.5	17
	improved	Verb	15	-	72.5	29
	confirm	Verb	15	-	60.2	27
	excuse	NoC	15	-	2.4	17
	burnt	Verb	15	+	26.7	10
	fees	NoC	15	-	89.1	31
	Les*	NoP	15	+	3.2	13
	Adam	NoP	15	-	164.5	38
	resource	NoC	15	-	29.1	23
	B. / b.	Lett	15	+	716.1	0
	nervous	Adj	15	-	111.2	33
	fishing	NoC	15	-	123.9	34
	subject to	Prep	15	-	394.4	55
	vehicles	NoC	15	-	109.9	33
	regard	Verb	15	-	42.2	25
	pleasant	Adj	15	-	67.6	28
	pity	NoC	15	-	3.5	18
	packed	Verb	15	-	7.0	19
	locked	Verb	15	-	56.7	27
	cycle	NoC	15	-	122.2	34
	earning	Verb	15	+	12.3	11
	bang	Verb	15	+	176.6	4
	Z / z	Lett	15	+	15.9	11
	accidents	NoC	15	-	13.5	20
	collecting	Verb	15	-	0.0	15
	leaders	NoC	15	-	748.8	79
	trains	NoC	15	-	11.6	20
	exception	NoC	15	-	94.6	31
	running	NoC	15	-	24.2	22
	nations	NoC	15	-	249.4	44
	entry	NoC	15	-	401.1	56
	alone	Adv	15	-	771.8	80
	Christine	NoP	15	+	14.0	11
	presume	Verb	15	+	136.0	4
	nation	NoC	15	-	285.2	47
	travelling	Verb	15	-	47.2	25
	bedrooms	NoC	15	-	0.9	16
	relating	Verb	15	-	186.0	39
	fantastic	Adj	15	+	10.3	11
	calcium	NoC	15	+	5.3	12
	bacon	NoC	15	+	48.2	8
	ministry	NoC	15	-	374.6	54
	increased	Adj	15	-	492.0	62
	oxygen	NoC	15	-	10.4	19
	compensation	NoC	15	-	119.6	33
	routes	NoC	15	-	23.3	22
	tennis	NoC	15	-	84.2	30
	object	NoC	15	-	424.9	57
	official	Adj	15	-	834.0	84
	drinks	NoC	15	-	24.9	22
	alternative	NoC	15	-	175.4	38
	dreadful	Adj	15	+	0.2	14
	offering	Verb	15	-	263.2	45
	pointed	Verb	15	-	503.1	62
	leading	Verb	15	-	412.0	56
	enterprise	NoC	15	-	264.3	45
	ate	Verb	15	-	4.7	18
	plays	Verb	15	-	41.2	25
	Lewis	NoP	15	-	198.4	40
	fortune	NoC	15	-	23.7	22
	lounge	NoC	15	+	0.6	14
	cooker	NoC	15	+	140.8	4
	touched	Verb	15	-	107.8	32
	fundamental	Adj	15	-	307.6	49
	beside	Prep	15	-	506.2	63
	orange	Adj	15	+	1.0	14
	cheers	Int	15	+	213.9	3
	concrete	NoC	15	+	35.4	9
	cleaned	Verb	15	+	16.9	10
	electrical	Adj	15	-	36.1	24
	operations	NoC	15	-	554.6	66
	sandwich	NoC	15	+	30.0	9
	bricks	NoC	15	+	27.4	9
	Lawrence	NoP	15	-	26.8	22
	Chinese	Adj	15	-	231.0	43
	intended	Verb	15	-	710.9	76
	assignment	NoC	15	+	10.0	11
	regions	NoC	15	-	267.1	45
	rice	NoC	15	-	0.7	16
	guide	NoC	15	-	339.3	51
	pizza	NoC	15	+	164.2	4
	guidelines	NoC	15	-	40.3	24
	Roy	NoP	15	-	5.7	18
	sha~	VMod	15	+	137.3	4
	Philip	NoP	15	-	229.4	42
	sin	NoC	15	+	4.2	12
	memories	NoC	15	-	68.9	28
	moral	Adj	15	-	424.3	57
	approved	Verb	15	-	224.8	42
	shoe	NoC	15	+	12.0	11
	awake	Adj	15	+	2.2	13
	restaurant	NoC	15	-	171.3	37
	taxi	NoC	15	-	10.9	19
	with regard to	Prep	15	-	2.5	17
	opening	Verb	15	-	67.7	28
	freezer	NoC	15	+	193.6	3
	Milton	NoP	15	-	0.4	16
	supporting	Verb	15	-	16.2	20
	cooking	NoC	15	-	1.1	16
	Sergeant	NoC	15	-	68.1	28
	maximum	Adj	15	-	169.0	37
	threw	Verb	15	-	117.8	33
	confused	Adj	15	-	13.9	20
	silver	NoC	15	-	219.1	41
	jumped	Verb	15	-	50.1	25
	unable	Adj	15	-	612.8	69
	marked	Verb	15	-	196.3	39
	cricket	NoC	15	-	145.7	35
	Midlands	NoP	15	-	2.9	17
	drunk	Adj	15	-	1.4	16
	platform	NoC	15	-	63.5	27
	referring	Verb	15	-	7.6	18
	less than	Adv	15	-	234.8	43
	Jo	NoP	15	+	47.8	8
	in between	Adv	15	+	47.0	8
	head	Adj	15	-	0.2	15
	cakes	NoC	15	+	24.2	9
	leads	Verb	15	-	202.8	40
	involvement	NoC	15	-	269.4	45
	advert	NoC	15	+	172.1	3
	wipe	Verb	15	+	67.9	6
	tap	NoC	15	+	4.4	12
	sectors	NoC	15	-	40.7	24
	differentiate	Verb	15	+	144.3	4
	arrive	Verb	15	-	101.1	31
	Johnny	NoP	15	-	0.5	15
	topic	NoC	15	-	53.6	26
	definite	Adj	15	-	1.6	16
	guarantee	Verb	15	+	0.0	14
	sixties	Num	15	+	0.9	13
	developing	Verb	15	-	126.4	33
	harder	Adj	15	+	0.0	14
	physics	NoC	15	-	11.1	19
	nearest	Adj	15	-	19.3	21
	smoking	Verb	15	+	16.0	10
	treasurer	NoC	15	+	35.5	8
	twentieth	Num	15	-	10.4	19
	Shirley	NoP	14	+	46.4	7
	leaflet	NoC	14	+	6.4	12
	reproductive	Adj	14	+	75.0	6
	least	Adv	14	-	310.5	48
	listened	Verb	14	-	46.3	25
	bucket	NoC	14	+	21.3	9
	cleaning	Verb	14	+	7.5	11
	expense	NoC	14	-	83.4	29
	establish	Verb	14	-	438.6	57
	careers	NoC	14	-	4.2	17
	approximately	Adv	14	-	94.4	30
	drawing	NoC	14	-	58.2	26
	print	Verb	14	+	16.3	10
	organize	Verb	14	+	44.8	8
	mountain	NoC	14	-	235.1	42
	express	Verb	14	-	133.1	34
	stores	NoC	14	-	39.7	24
	washing	Verb	14	+	10.5	11
	jam	NoC	14	+	41.3	8
	feedback	NoC	14	+	2.1	13
	threes	Num	14	+	375.0	1
	asks	Verb	14	-	18.9	20
	summary	NoC	14	-	97.4	30
	enjoying	Verb	14	-	33.8	23
	appointed	Verb	14	-	572.7	66
	breath	NoC	14	-	409.4	55
	quote	NoC	14	+	157.9	4
	thirties	Num	14	+	50.4	7
	loud	Adj	14	-	1.9	16
	gardens	NoC	14	-	197.4	39
	ma	NoC	14	+	93.0	5
	pitch	NoC	14	-	78.2	28
	wool	NoC	14	-	8.2	18
	colleague	NoC	14	-	3.9	17
	gear	NoC	14	-	12.0	19
	stronger	Adj	14	-	75.0	28
	alcohol	NoC	14	-	118.2	32
	Bobby	NoP	14	+	20.9	9
	consequences	NoC	14	-	309.4	48
	leisure	NoC	14	-	100.9	30
	prepare	Verb	14	-	117.0	32
	severe	Adj	14	-	335.9	50
	ladder	NoC	14	+	1.0	13
	y'know	Uncl	14	+	593.2	0
	tie	NoC	14	-	14.3	19
	adult	NoC	14	-	329.9	49
	Nottinghamshire	NoP	14	+	101.8	5
	Carl	NoP	14	+	11.8	10
	sooner	Adv	14	-	10.0	19
	at first	Adv	14	-	269.5	45
	ceiling	NoC	14	-	46.6	24
	dish	NoC	14	-	1.3	16
	defined	Verb	14	-	471.3	59
	Malcolm	NoP	14	-	10.9	19
	whereby	Adv	14	-	18.4	20
	Bryony	NoP	14	+	271.8	2
	Sandra	NoP	14	+	63.1	6
	guns	NoC	14	-	20.9	21
	unfair	Adj	14	-	16.7	20
	ay	Int	14	+	358.2	1
	conferences	NoC	14	+	5.1	12
	devil	NoC	14	-	6.2	17
	agriculture	NoC	14	-	231.5	42
	settled	Verb	14	-	234.8	42
	representation	NoC	14	-	202.5	39
	Dee	NoP	14	+	141.7	4
	timber	NoC	14	-	42.5	24
	Spain	NoP	14	-	318.7	48
	Eric	NoP	14	-	16.9	20
	engines	NoC	14	-	14.3	19
	Catherine	NoP	14	-	3.3	17
	essay	NoC	14	-	2.3	16
	blimey	Int	14	+	419.1	1
	appointments	NoC	14	-	0.9	15
	say	NoC	14	+	87.8	5
	informed	Verb	14	-	148.6	35
	emphasis	NoC	14	-	476.0	59
	living	Adj	14	-	197.7	39
	straightforward	Adj	14	-	20.0	20
	dig	Verb	14	+	25.2	9
	upper	Adj	14	-	461.7	58
	valuable	Adj	14	-	233.3	42
	armed	Adj	14	-	203.6	39
	mistakes	NoC	14	-	2.1	16
	bollocks	NoC	14	+	284.0	2
	mission	NoC	14	-	78.8	28
	mothers	NoC	14	-	155.3	35
	hide	Verb	14	-	41.6	24
	pig	NoC	14	+	0.6	13
	household	NoC	14	-	244.1	42
	fifteenth	Ord	14	+	59.2	7
	aim	NoC	14	-	408.2	54
	monthly	Adj	14	-	16.0	20
	offspring	NoC	14	+	21.7	9
	pure	Adj	14	-	168.6	36
	upset	Verb	14	+	0.2	14
	piano	NoC	14	-	19.4	20
	equation	NoC	14	-	60.7	26
	entire	Adj	14	-	378.5	52
	Sharon	NoP	14	+	63.0	6
	matches	NoC	14	-	43.0	24
	remove	Verb	14	-	244.1	42
	proved	Verb	14	-	723.9	75
	theirs	Pron	14	+	14.0	10
	roundabout	NoC	14	+	169.3	3
	concert	NoC	14	-	14.0	19
	quarry	NoC	14	+	20.4	9
	recognition	NoC	14	-	534.6	63
	leaves	NoC	14	-	202.0	39
	courts	NoC	14	-	559.9	65
	Henry	NoP	14	-	819.8	81
	seventies	Num	14	+	20.9	9
	brick	NoC	14	-	12.4	19
	bars	NoC	14	-	54.5	25
	counter	NoC	14	-	8.5	18
	complain	Verb	14	+	0.1	14
	approach	Verb	14	-	7.2	18
	angry	Adj	14	-	288.0	46
	aggressive	Adj	14	-	18.8	20
	employee	NoC	14	-	132.5	33
	Matt	NoP	14	+	54.0	7
	partners	NoC	14	-	242.8	42
	voted	Verb	14	-	46.2	24
	exhibition	NoC	14	-	473.3	59
	extend	Verb	14	-	134.7	33
	negotiations	NoC	14	-	207.9	39
	leave	NoC	14	-	35.6	23
	blooming	Adj	14	+	475.6	0
	chancellor	NoC	14	-	208.4	39
	net	NoC	14	-	61.6	26
	parked	Verb	14	+	1.1	13
	dot	NoC	14	+	7.5	11
	weak	Adj	14	-	194.3	38
	objections	NoC	14	+	1.0	13
	arranged	Verb	14	-	250.2	43
	motions	NoC	14	+	74.3	6
	blokes	NoC	14	+	246.9	2
	kiss	NoC	14	-	0.7	15
	kind	Adj	14	-	0.0	14
	wardrobe	NoC	14	+	19.1	9
	fix	Verb	14	+	2.9	12
	delegates	NoC	14	-	2.1	16
	contributions	NoC	14	-	104.0	30
	videos	NoC	14	+	8.5	11
	differently	Adv	14	-	2.0	16
	twos	Num	14	+	332.1	1
	directions	NoC	14	-	39.8	23
	cigarettes	NoC	14	+	0.3	13
	error	NoC	14	-	233.9	41
	connected	Verb	14	-	130.1	33
	expenses	NoC	14	-	25.3	21
	passing	Verb	14	-	85.4	28
	cloth	NoC	14	-	22.6	20
	corridor	NoC	14	-	32.2	22
	addressed	Verb	14	-	92.8	29
	gain	Verb	14	-	219.3	40
	solve	Verb	14	-	20.3	20
	stars	NoC	14	-	250.2	42
	calculator	NoC	14	+	214.3	2
	communities	NoC	14	-	280.7	45
	gross	Adj	14	-	44.8	24
	audit	NoC	14	-	39.7	23
	dollars	NoC	14	-	7.0	17
	Darwin	NoP	14	+	5.9	11
	released	Verb	14	-	422.1	55
	increasingly	Adv	14	-	695.2	73
	invest	Verb	14	-	3.7	16
	captain	NoC	14	-	474.9	58
	crossed	Verb	14	-	132.3	32
	Liz	NoP	14	-	7.4	17
	fitted	Verb	14	-	164.8	35
	supporters	NoC	14	-	214.1	39
	Bernard	NoP	14	-	31.3	22
	display	NoC	14	-	317.1	47
	stroke	NoC	14	+	0.1	13
	struck	Verb	14	-	293.9	45
	fractions	NoC	14	+	129.2	4
	talks	Verb	14	+	67.7	6
	philosophy	NoC	14	-	191.3	37
	fixed	Verb	14	-	109.3	30
	bet	NoC	14	+	48.0	7
	dock	NoC	14	+	2.3	12
	Norman	NoP	14	-	56.0	25
